ID	KBase Model	ModelSEEDpy Model	Name	Equation
rxn00241_c0	Y	Y	rxn00241_c0	GTP phosphohydrolase_c0	cpd00001_c0 + cpd00038_c0 --> cpd00009_c0 + cpd00031_c0 + cpd00067_c0
rxn17275_c0	Y		rxn17275_c0	PAPS reductase, thioredoxin-dependent [c0]	cpd00045_c0 + cpd00067_c0 + cpd00081_c0 + cpd27735_c0 <-- cpd00044_c0 + cpd28060_c0
rxn02895_c0	Y	Y	rxn02895_c0	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)_c0	cpd00002_c0 + cpd00033_c0 + cpd01982_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02394_c0
rxn05202_c0	Y	Y	rxn05202_c0	TRANS-RXN-206.ce_c0	cpd00067_e0 + cpd00309_e0 <=> cpd00067_c0 + cpd00309_c0
rxn06023_c0	Y	Y	rxn06023_c0	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase_c0	cpd00010_c0 + cpd12370_c0 <=> cpd00045_c0 + cpd11493_c0
rxn01171_c0	Y	Y	rxn01171_c0	D-glucose 1-epimerase_c0	cpd00027_c0 <=> cpd00190_c0
rxn05671_c0	Y	Y	rxn05671_c0	D-xylose transport in via proton symport_c0	cpd00067_e0 + cpd00154_e0 <=> cpd00067_c0 + cpd00154_c0
rxn00946_c0	Y	Y	rxn00946_c0	Palmitoyl-CoA:oxygen 2-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd00134_c0 <=> cpd00982_c0 + cpd03126_c0
rxn08310_c0	Y	Y	rxn08310_c0	CDP-diacylglycerol synthetase (n-C16:1)_c0	cpd00052_c0 + cpd15525_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15418_c0
EX_cpd00418_e0	Y		EX_cpd00418_e0	Exchange for NO [e0]	cpd00418_e0 <=> 
rxn02212_c0	Y	Y	rxn02212_c0	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)_c0	cpd02857_c0 --> cpd00009_c0 + cpd00699_c0
rxn05312_c0	Y	Y	rxn05312_c0	Inorganic phosphate transporter_c0	cpd00009_e0 + cpd00067_e0 <-- cpd00009_c0 + cpd00067_c0
rxn01643_c0	Y	Y	rxn01643_c0	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)_c0	cpd00006_c0 + cpd00009_c0 + cpd00346_c0 <-- cpd00005_c0 + cpd00067_c0 + cpd01977_c0
rxn03535_c0	Y	Y	rxn03535_c0	ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd03915_c0 --> cpd00421_c0 + cpd03916_c0
rxn00715_c0	Y	Y	rxn00715_c0	ITP:uridine 5'-phosphotransferase_c0	cpd00068_c0 + cpd00249_c0 <=> cpd00067_c0 + cpd00090_c0 + cpd00091_c0
rxn10237_c0	Y	Y	rxn10237_c0	isohexadecanoyl-phosphatidylserine decarboxylase_c0	2.0 cpd00067_c0 + cpd15694_c0 --> cpd00011_c0 + cpd15700_c0
EX_cpd00023_e0	Y	Y	EX_cpd00023_e0	Exchange for L-Glutamate_e0	cpd00023_e0 <=> 
DM_cpd02701_c0	Y		DM_cpd02701_c0	Demand for S-Adenosyl-4-methylthio-2-oxobutanoate [c0]	cpd02701_c0 --> 
rxn06937_c0		Y	rxn06937_c0	L-glutamate:tRNA(Glu) ligase (AMP-forming)_c0	cpd00002_c0 + cpd00023_c0 + cpd11912_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd12227_c0
rxn05528_c0	Y	Y	rxn05528_c0	Copper-transporting ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd00058_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00058_e0 + cpd00067_c0
EX_cpd01012_e0	Y	Y	EX_cpd01012_e0	Exchange for Cd2+_e0	cpd01012_e0 <=> 
rxn10258_c0	Y	Y	rxn10258_c0	isohexadecanoyl-Diacylglycerol kinase_c0	cpd00002_c0 + cpd15706_c0 --> cpd00008_c0 + cpd15682_c0
rxn00409_c0	Y	Y	rxn00409_c0	ATP:CDP phosphotransferase_c0	cpd00002_c0 + cpd00096_c0 <=> cpd00008_c0 + cpd00052_c0
rxn00262_c0	Y	Y	rxn00262_c0	L-Aspartic acid:oxygen oxidoreductase (deaminating)_c0	cpd00001_c0 + cpd00007_c0 + cpd00041_c0 --> cpd00013_c0 + cpd00025_c0 + cpd00032_c0
rxn12636_c0	Y	Y	rxn12636_c0	methionyl aminopeptidase_c0	cpd00001_c0 + cpd00067_c0 + cpd11590_c0 <=> cpd00035_c0 + cpd00060_c0
rxn07435_c0	Y	Y	rxn07435_c0	R07604_c0	cpd00213_c0 + cpd14702_c0 <=> cpd00056_c0 + cpd14703_c0
rxn10257_c0	Y	Y	rxn10257_c0	anteisopentadecanoyl-Diacylglycerol kinase_c0	cpd00002_c0 + cpd15705_c0 <=> cpd00008_c0 + cpd15681_c0
rxn10314_c0	Y	Y	rxn10314_c0	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	24.0 cpd00037_c0 + cpd15753_c0 <=> 24.0 cpd00014_c0 + cpd15771_c0
rxn00206_c0	Y	Y	rxn00206_c0	superoxide:superoxide oxidoreductase_c0	2.0 cpd00067_c0 + 2.0 cpd00532_c0 <-- cpd00007_c0 + cpd00025_c0
rxn00758_c0	Y	Y	rxn00758_c0	sn-Glycero-3-phosphocholine glycerophosphohydrolase_c0	cpd00001_c0 + cpd00507_c0 --> cpd00067_c0 + cpd00080_c0 + cpd00098_c0
rxn00735_c0	Y	Y	rxn00735_c0	(2R,3S)-3-methylmalate:NAD+ oxidoreductase_c0	cpd00004_c0 + cpd00011_c0 + cpd00094_c0 <=> cpd00003_c0 + cpd03593_c0
rxn02497_c0	Y	Y	rxn02497_c0	geranoyl-CoA:carbon-dioxide ligase (ADP-forming)_c0	cpd00002_c0 + cpd00242_c0 + cpd01317_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00948_c0
rxn21857_c0	Y	Y	rxn21857_c0	3-oxo-glutaryl-[acp] methyl ester reductase_c0	cpd00005_c0 + cpd00067_c0 + cpd22027_c0 <=> cpd00006_c0 + cpd22022_c0
rxn02404_c0	Y	Y	rxn02404_c0	3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase_c0	cpd00001_c0 + cpd02730_c0 --> cpd00009_c0 + cpd00875_c0
rxn13783_c0		Y	rxn13783_c0	DNA replication_c0	 --> cpd17042_c0
rxn01924_c0	Y	Y	rxn01924_c0	isobutyryl-CoA dehydrogenase_c0	cpd00015_c0 + cpd00067_c0 + cpd00481_c0 <-- cpd00982_c0 + cpd02187_c0
rxn00289_c0	Y	Y	rxn00289_c0	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)_c0	cpd02799_c0 <=> cpd00020_c0 + cpd00036_c0
rxn00777_c0	Y	Y	rxn00777_c0	D-ribose-5-phosphate aldose-ketose-isomerase_c0	cpd00101_c0 <=> cpd00171_c0
rxn00792_c0	Y	Y	rxn00792_c0	biotin:CoA ligase (AMP-forming)_c0	cpd00002_c0 + cpd00104_c0 --> cpd00012_c0 + cpd03517_c0
rxn05179_c0	Y	Y	rxn05179_c0	nonpolar-amino-acid-transporting ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd00322_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00322_c0
rxn07978_c0	Y	Y	rxn07978_c0	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)_c0	cpd15369_c0 <=> cpd00001_c0 + cpd15571_c0
rxn08667_c0	Y	Y	rxn08667_c0	Gp4G hydrolase_c0	cpd00001_c0 + cpd00925_c0 <=> 2.0 cpd00031_c0
EX_cpd00635_e0	Y	Y	EX_cpd00635_e0	Exchange for Cbl_e0	cpd00635_e0 <=> 
rxn00977_c0	Y		rxn00977_c0	Epimelibiose galactohydrolase [c0]	cpd00001_c0 + cpd03196_c0 <=> cpd00108_c0 + cpd00138_c0
rxn03433_c0	Y	Y	rxn03433_c0	(S)-3-Hydroxyisobutyryl-CoA hydrolase_c0	cpd00001_c0 + cpd03572_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00876_c0
EX_cpd00107_e0	Y	Y	EX_cpd00107_e0	Exchange for L-Leucine_e0	cpd00107_e0 <=> 
rxn15949_c0	Y	Y	rxn15949_c0	carboxyspermidine carboxy-lyase (spermidine-forming)_c0	cpd00067_c0 + cpd19442_c0 --> cpd00011_c0 + cpd00264_c0
rxn04453_c0	Y	Y	rxn04453_c0	5-hydroxyisourate amidohydrolase_c0	cpd00001_c0 + cpd08625_c0 --> cpd00067_c0 + cpd09027_c0
rxn09295_c0	Y	Y	rxn09295_c0	NAD(P) transhydrogenase (periplasm)_c0	cpd00004_c0 + cpd00006_c0 + 2.0 cpd00067_e0 <=> cpd00003_c0 + cpd00005_c0 + 2.0 cpd00067_c0
rxn08021_c0	Y	Y	rxn08021_c0	acyl-[acyl-carrier-protein] synthetase  (n-C10:0)_c0	cpd00002_c0 + cpd01107_c0 + cpd11493_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd11474_c0
rxn02666_c0	Y		rxn02666_c0	R03758 [c0]	cpd00011_c0 + cpd01298_c0 <-- cpd00067_c0 + cpd02211_c0
rxn02842_c0	Y	Y	rxn02842_c0	R04049_c0	cpd00003_c0 + cpd01795_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02441_c0
rxn02008_c0	Y	Y	rxn02008_c0	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)_c0	cpd00002_c0 + cpd00186_c0 + cpd00890_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00525_c0
rxn01116_c0	Y	Y	rxn01116_c0	D-Ribulose-5-phosphate 3-epimerase_c0	cpd00171_c0 <=> cpd00198_c0
rxn41452_c0	Y	Y	rxn41452_c0	rxn41452_c0	cpd00017_c0 + cpd11492_c0 <=> cpd00019_c0 + cpd36635_c0
rxn09360_c0	Y	Y	rxn09360_c0	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase_c0	cpd00002_c0 + cpd00773_c0 + cpd15387_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd15579_c0
rxn08942_c0	Y	Y	rxn08942_c0	Maltodextrin phosphorylase (maltohexaose)_c0	cpd00009_c0 + cpd01329_c0 <=> cpd00089_c0 + cpd15495_c0
rxn03005_c0	Y	Y	rxn03005_c0	R04326_c0	2.0 cpd00067_c0 + cpd00087_c0 + cpd02678_c0 <=> cpd00001_c0 + cpd00347_c0 + cpd02394_c0
rxn00689_c0	Y	Y	rxn00689_c0	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)_c0	cpd00002_c0 + cpd00023_c0 + cpd00087_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd06227_c0
rxn12008_c0	Y		rxn12008_c0	R05611 [c0]	cpd00012_c0 + cpd00067_c0 + cpd02557_c0 <-- cpd00113_c0 + cpd02590_c0
rxn10163_c0	Y	Y	rxn10163_c0	Tetradecanoate transport via proton symport_c0	cpd00067_e0 + cpd03847_e0 <=> cpd00067_c0 + cpd03847_c0
EX_cpd00305_e0	Y	Y	EX_cpd00305_e0	Exchange for Thiamin_e0	cpd00305_e0 <=> 
rxn01872_c0	Y	Y	rxn01872_c0	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase_c0	cpd00078_c0 + cpd00449_c0 <=> cpd00010_c0 + cpd00860_c0
rxn05336_c0	Y	Y	rxn05336_c0	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd11481_c0 <=> cpd00005_c0 + cpd11485_c0
rxn05682_c0	Y	Y	rxn05682_c0	allantoin transport in via proton symport_c0	cpd00067_e0 + cpd01092_e0 <=> cpd00067_c0 + cpd01092_c0
rxn01833_c0	Y	Y	rxn01833_c0	aminoacetone:oxygen oxidoreductase(deaminating)_c0	cpd00001_c0 + cpd00007_c0 + cpd01298_c0 --> cpd00013_c0 + cpd00025_c0 + cpd00428_c0
rxn00161_c0	Y	Y	rxn00161_c0	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)_c0	cpd00006_c0 + cpd00130_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00020_c0
rxn00770_c0	Y	Y	rxn00770_c0	ATP:D-ribose-5-phosphate diphosphotransferase_c0	cpd00002_c0 + cpd00101_c0 <=> cpd00018_c0 + cpd00067_c0 + cpd00103_c0
rxn03395_c0	Y	Y	rxn03395_c0	S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase_c0	cpd00017_c0 + cpd03445_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd03446_c0
rxn08527_c0	Y	Y	rxn08527_c0	fumarate reductase_c0	cpd00106_c0 + cpd15499_c0 <=> cpd00036_c0 + cpd15500_c0
rxn07438_c0	Y	Y	rxn07438_c0	peptide-methionine:thioredoxin-disulfide S-oxidoreductase_c0	cpd00001_c0 + cpd11420_c0 + cpd12237_c0 <=> cpd11421_c0 + cpd14507_c0
rxn02305_c0	Y	Y	rxn02305_c0	2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase_c0	cpd02654_c0 + cpd02894_c0 --> cpd00012_c0 + cpd00793_c0
rxn00412_c0	Y	Y	rxn00412_c0	UTP:L-glutamine amido-ligase (ADP-forming)_c0	cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd00062_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + cpd00052_c0 + 2.0 cpd00067_c0
rxn03250_c0	Y	Y	rxn03250_c0	(S)-Hydroxyhexanoyl-CoA hydro-lyase_c0	cpd03122_c0 <=> cpd00001_c0 + cpd03125_c0
rxn00802_c0	Y	Y	rxn00802_c0	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)_c0	cpd02152_c0 <=> cpd00051_c0 + cpd00106_c0
rxn00022_c0	Y	Y	rxn00022_c0	maltose glucohydrolase_c0	cpd00001_c0 + cpd00179_c0 --> 2.0 cpd00027_c0
EX_cpd00322_e0	Y	Y	EX_cpd00322_e0	Exchange for L-Isoleucine_e0	cpd00322_e0 <=> 
rxn08552_c0	Y	Y	rxn08552_c0	glycerol-3-phosphate acyltransferase (C18:1)_c0	2.0 cpd00067_c0 + cpd00080_c0 + cpd11825_c0 --> cpd11493_c0 + cpd15328_c0
rxn05365_c0	Y	Y	rxn05365_c0	6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase_c0	cpd11501_c0 <=> cpd00001_c0 + cpd11502_c0
rxn13784_c0		Y	rxn13784_c0	RNA transcription_c0	 --> cpd17043_c0
rxn10315_c0	Y	Y	rxn10315_c0	isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	24.0 cpd00037_c0 + cpd15754_c0 <=> 24.0 cpd00014_c0 + cpd15772_c0
rxn00786_c0	Y	Y	rxn00786_c0	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)_c0	cpd00290_c0 <=> cpd00095_c0 + cpd00102_c0
rxn05344_c0	Y	Y	rxn05344_c0	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	cpd11466_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11485_c0 + cpd11493_c0
rxn08811_c0	Y	Y	rxn08811_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)_c0	cpd00001_c0 + cpd15319_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd03847_c0
rxn00178_c0	Y	Y	rxn00178_c0	Acetyl-CoA:acetyl-CoA C-acetyltransferase_c0	2.0 cpd00022_c0 <=> cpd00010_c0 + cpd00279_c0
rxn00438_c0	Y	Y	rxn00438_c0	ATP:thiamin-phosphate phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd00793_c0 --> cpd00008_c0 + cpd00056_c0
rxn05338_c0	Y	Y	rxn05338_c0	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd11482_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd11487_c0
rxn00365_c0	Y	Y	rxn00365_c0	ATP:cytidine 5'-phosphotransferase_c0	cpd00002_c0 + cpd00367_c0 --> cpd00008_c0 + cpd00046_c0 + cpd00067_c0
rxn05174_c0	Y	Y	rxn05174_c0	nickel transport via ABC system_c0	cpd00001_c0 + cpd00002_c0 + cpd00244_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00244_c0
rxn01476_c0	Y	Y	rxn01476_c0	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0	cpd00001_c0 + cpd00911_c0 --> cpd00067_c0 + cpd00284_c0
rxn05458_c0	Y	Y	rxn05458_c0	[Acyl-carrier-protein] acetyltransferase_c0	cpd00010_c0 + cpd00067_c0 + cpd11476_c0 <=> cpd00134_c0 + cpd11493_c0
rxn09103_c0	Y	Y	rxn09103_c0	phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)_c0	cpd00001_c0 + cpd15544_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15537_c0
rxn09128_c0	Y	Y	rxn09128_c0	Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)_c0	cpd00001_c0 + cpd15526_c0 <=> cpd00067_c0 + cpd01080_c0 + cpd15358_c0
rxn00095_c0	Y	Y	rxn00095_c0	P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase_c0	cpd00001_c0 + cpd00924_c0 --> 2.0 cpd00008_c0
rxn43581_c0	Y	Y	rxn43581_c0	rxn43581_c0	cpd00001_c0 + cpd08615_c0 + cpd27758_c0 <=> 2.0 cpd00067_c0 + cpd08301_c0 + cpd28083_c0
rxn08796_c0	Y	Y	rxn08796_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)_c0	cpd00001_c0 + cpd15325_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd01741_c0
EX_cpd00731_e0	Y	Y	EX_cpd00731_e0	Exchange for Ala-Ala_e0	cpd00731_e0 <=> 
rxn11040_c0	Y	Y	rxn11040_c0	RXN-3341.c_c0	cpd00003_c0 + cpd00284_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00171_c0
rxn23043_c0	Y	Y	rxn23043_c0	thiamin phosphate synthase_c0	2.0 cpd00067_c0 + cpd02894_c0 + cpd21479_c0 --> cpd00011_c0 + cpd00012_c0 + cpd00793_c0
rxn00301_c0	Y	Y	rxn00301_c0	GTP diphosphohydrolase (diphosphate-forming)_c0	cpd00001_c0 + cpd00038_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00126_c0
rxn03249_c0	Y	Y	rxn03249_c0	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd03122_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03123_c0
rxn00248_c0	Y	Y	rxn00248_c0	(S)-malate:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00130_c0 <=> cpd00004_c0 + cpd00032_c0 + cpd00067_c0
rxn01394_c0	Y	Y	rxn01394_c0	L-lyxose aldose-ketose-isomerase_c0	cpd00261_c0 <=> cpd01067_c0
rxn03052_c0	Y	Y	rxn03052_c0	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase_c0	cpd00135_c0 + cpd02738_c0 <=> cpd00060_c0 + cpd02555_c0
rxn00838_c0	Y	Y	rxn00838_c0	IMP:L-aspartate ligase (GDP-forming)_c0	cpd00038_c0 + cpd00041_c0 + cpd00114_c0 --> cpd00009_c0 + cpd00031_c0 + 2.0 cpd00067_c0 + cpd02375_c0
rxn09197_c0	Y	Y	rxn09197_c0	Phosphatidylserine decarboxylase (n-C12:0)_c0	2.0 cpd00067_c0 + cpd15552_c0 --> cpd00011_c0 + cpd15528_c0
rxn00882_c0	Y	Y	rxn00882_c0	1D-myo-Inositol 4-phosphate phosphohydrolase_c0	cpd00001_c0 + cpd02230_c0 --> cpd00009_c0 + cpd00121_c0
rxn46694_c0	Y	Y	rxn46694_c0	rxn46694_c0	cpd01270_c0 + cpd17040_c0 <=> cpd00009_c0 + cpd32452_c0
rxn00062_c0	Y		rxn00062_c0	ATP hydrolysis	cpd00001_c0 + cpd00002_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0
rxn09203_c0	Y	Y	rxn09203_c0	Phosphatidylserine decarboxylase (n-C18:1)_c0	2.0 cpd00067_c0 + cpd15558_c0 --> cpd00011_c0 + cpd15534_c0
rxn03436_c0	Y		rxn03436_c0	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing) [c0]	cpd00498_c0 <=> cpd10162_c0
rxn03108_c0	Y	Y	rxn03108_c0	ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd02775_c0 --> cpd00008_c0 + cpd02894_c0
rxn08849_c0	Y	Y	rxn08849_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)_c0	cpd00001_c0 + cpd15347_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd15237_c0
rxn02342_c0	Y	Y	rxn02342_c0	R03270_c0	cpd00213_c0 + cpd03049_c0 <=> cpd00056_c0 + cpd00836_c0
rxn01515_c0	Y	Y	rxn01515_c0	dTTP:cytidine 5'-phosphotransferase_c0	cpd00357_c0 + cpd00367_c0 --> cpd00046_c0 + cpd00067_c0 + cpd00297_c0
rxn02285_c0	Y	Y	rxn02285_c0	UDP-N-acetylmuramate:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00773_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd02820_c0
rxn08820_c0	Y	Y	rxn08820_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)_c0	cpd00001_c0 + cpd15355_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd00214_c0
rxn10308_c0	Y	Y	rxn10308_c0	myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	24.0 cpd00037_c0 + cpd15747_c0 <=> 24.0 cpd00014_c0 + cpd15765_c0
rxn01843_c0	Y	Y	rxn01843_c0	2-phenylacetamide amidohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd01647_c0 <=> cpd00013_c0 + cpd00430_c0
rxn00104_c0	Y	Y	rxn00104_c0	polyphosphate kinase_c0	cpd00002_c0 + cpd00012_c0 + cpd00067_c0 <=> cpd00008_c0 + cpd00421_c0
rxn01964_c0	Y	Y	rxn01964_c0	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]_c0	cpd00054_c0 + cpd02210_c0 --> cpd00001_c0 + cpd00065_c0 + cpd00102_c0
rxn01510_c0	Y	Y	rxn01510_c0	dGTP:cytidine 5'-phosphotransferase_c0	cpd00241_c0 + cpd00367_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd00295_c0
rxn00910_c0	Y	Y	rxn00910_c0	5-methyltetrahydrofolate:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00345_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00125_c0
rxn02276_c0	Y		rxn02276_c0	4-Maleylacetoacetate cis-trans-isomerase [c0]	cpd00763_c0 <=> cpd00780_c0
rxn00102_c0	Y	Y	rxn00102_c0	carbonate hydro-lyase (carbon-dioxide-forming)_c0	cpd00067_c0 + cpd00242_c0 <=> cpd00001_c0 + cpd00011_c0
rxn01302_c0	Y	Y	rxn01302_c0	L-homoserine:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00227_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00346_c0
rxn15293_c0	Y	Y	rxn15293_c0	D-Galacturonate aldose-ketose-isomerase_c0	cpd05262_c0 <=> cpd00437_c0
rxn12512_c0	Y	Y	rxn12512_c0	(R)-4'-Phosphopantothenate:L-cysteine ligase_c0	cpd00002_c0 + cpd00084_c0 + cpd02201_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd02666_c0
rxn08043_c0	Y	Y	rxn08043_c0	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)_c0	cpd00020_c0 + cpd00067_c0 + cpd00094_c0 --> cpd00011_c0 + cpd00498_c0
rxn08551_c0	Y	Y	rxn08551_c0	glycerol-3-phosphate acyltransferase (C18:0)_c0	cpd00067_c0 + cpd00080_c0 + cpd15268_c0 --> cpd11493_c0 + cpd15329_c0
rxn00138_c0	Y	Y	rxn00138_c0	deamido-NAD+:ammonia ligase (AMP-forming)_c0	cpd00002_c0 + cpd00013_c0 + cpd00638_c0 --> cpd00003_c0 + cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0
rxn39451_c0	Y	Y	rxn39451_c0	2,3,4,5-tetrahydrodipicolinate:NAD+ 4-oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd02465_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd21488_c0
rxn00737_c0	Y	Y	rxn00737_c0	L-threonine ammonia-lyase (2-oxobutanoate-forming)_c0	cpd00161_c0 --> cpd00013_c0 + cpd00094_c0
rxn00808_c0	Y	Y	rxn00808_c0	ATP:D-galactose 1-phosphotransferase_c0	cpd00002_c0 + cpd00108_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00348_c0
rxn20643_c0	Y	Y	rxn20643_c0	thiC (gene name)_c0	cpd00017_c0 + cpd02140_c0 <=> cpd00047_c0 + cpd00060_c0 + cpd00067_c0 + cpd00204_c0 + cpd02775_c0 + cpd03091_c0
rxn05459_c0		Y	rxn05459_c0	stearyl-ACP:[acyl-carrier-protein] transferase_c0	cpd00010_c0 + cpd00067_c0 + cpd11573_c0 <=> cpd00327_c0 + cpd11493_c0
rxn07879_c0	Y	Y	rxn07879_c0	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)_c0	cpd02849_c0 <=> cpd00029_c0 + cpd15170_c0
rxn00791_c0	Y	Y	rxn00791_c0	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase_c0	cpd00012_c0 + cpd00067_c0 + cpd02642_c0 <-- cpd00093_c0 + cpd00103_c0
rxn01521_c0	Y	Y	rxn01521_c0	2'-Deoxyuridine 5'-monophosphate phosphohydrolase_c0	cpd00001_c0 + cpd00299_c0 --> cpd00009_c0 + cpd00412_c0
rxn00883_c0	Y	Y	rxn00883_c0	1D-myo-Inositol 3-phosphate phosphohydrolase_c0	cpd00001_c0 + cpd02484_c0 --> cpd00009_c0 + cpd00121_c0
rxn06022_c0	Y	Y	rxn06022_c0	[Acyl-carrier-protein] 4'-pantetheine-phosphohydrolase_c0	cpd00001_c0 + cpd11493_c0 --> 2.0 cpd00067_c0 + cpd00834_c0 + cpd12370_c0
rxn03004_c0	Y	Y	rxn03004_c0	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase_c0	cpd00201_c0 + cpd02394_c0 <=> cpd00067_c0 + cpd00087_c0 + cpd02678_c0
