2.5.1.81	rxn05287	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase	MetaCyc: PWY-7720 (ophiobolin F biosynthesis); PWY-7736 (stellatic acid biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SESTERTERPENOID-BIOSYNTHESIS (Sesterterpenoid Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)
6.3.4.4	rxn00838	IMP:L-aspartate ligase (GDP-forming)	"MetaCyc: DENOVOPURINE2-PWY (superpathway of purine nucleotides <i>de novo</i> biosynthesis II); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PRPP-PWY (superpathway of histidine, purine, and pyrimidine biosynthesis); PUR-NUC-SYN (Purine Nucleotide Biosynthesis); PWY-6126 (superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II); PWY-7219 (adenosine ribonucleotides <i>de novo</i> biosynthesis); PWY-7229 (superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I); PWY-841 (superpathway of purine nucleotides <i>de novo</i> biosynthesis I); PWY66-409 (superpathway of purine nucleotide salvage); Purine-Nucleotide-De-Novo-Biosynthesis (Purine Nucleotide <i>De Novo</i> Biosynthesis); Purine-Nucleotides-Salvage (Purine Nucleotide Salvage); Purine-Ribonuc-De-Novo-Biosynthesis (Purine Riboucleotide <i>De Novo</i> Biosynthesis)|KEGG: rn00230 (Purine metabolism); rn00250 (Alanine, aspartate and glutamate metabolism)"
2.7.4.6	rxn00237	ATP:GDP phosphotransferase	"MetaCyc: DENOVOPURINE2-PWY (superpathway of purine nucleotides <i>de novo</i> biosynthesis II); Metabolic-Regulators (Metabolic Regulator Biosynthesis); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PPGPPMET-PWY (ppGpp biosynthesis); PRPP-PWY (superpathway of histidine, purine, and pyrimidine biosynthesis); PUR-NUC-SYN (Purine Nucleotide Biosynthesis); PWY-6125 (superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II); PWY-7221 (guanosine ribonucleotides <i>de novo</i> biosynthesis); PWY-7228 (superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I); PWY-841 (superpathway of purine nucleotides <i>de novo</i> biosynthesis I); PWY66-409 (superpathway of purine nucleotide salvage); Purine-Nucleotide-De-Novo-Biosynthesis (Purine Nucleotide <i>De Novo</i> Biosynthesis); Purine-Nucleotides-Salvage (Purine Nucleotide Salvage); Purine-Ribonuc-De-Novo-Biosynthesis (Purine Riboucleotide <i>De Novo</i> Biosynthesis)|KEGG: rn00230 (Purine metabolism)"
2.1.2.3|3.5.4.10	rxn00832	"IMP 1,2-hydrolase (decyclizing)"	"MetaCyc: DENOVOPURINE2-PWY (superpathway of purine nucleotides <i>de novo</i> biosynthesis II); IMP-Biosynthesis (Inosine-5'-phosphate Biosynthesis); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PRPP-PWY (superpathway of histidine, purine, and pyrimidine biosynthesis); PUR-NUC-SYN (Purine Nucleotide Biosynthesis); PWY-6123 (inosine-5'-phosphate biosynthesis I); PWY-6124 (inosine-5'-phosphate biosynthesis II); PWY-7234 (inosine-5'-phosphate biosynthesis III); PWY-841 (superpathway of purine nucleotides <i>de novo</i> biosynthesis I); Purine-Nucleotide-De-Novo-Biosynthesis (Purine Nucleotide <i>De Novo</i> Biosynthesis); Purine-Ribonuc-De-Novo-Biosynthesis (Purine Riboucleotide <i>De Novo</i> Biosynthesis)|KEGG: rn00230 (Purine metabolism); rn01110 (Biosynthesis of secondary metabolites)"
4.3.2.2	rxn03136	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	"MetaCyc: DENOVOPURINE2-PWY (superpathway of purine nucleotides <i>de novo</i> biosynthesis II); IMP-Biosynthesis (Inosine-5'-phosphate Biosynthesis); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PRPP-PWY (superpathway of histidine, purine, and pyrimidine biosynthesis); PUR-NUC-SYN (Purine Nucleotide Biosynthesis); PWY-6123 (inosine-5'-phosphate biosynthesis I); PWY-6124 (inosine-5'-phosphate biosynthesis II); PWY-7234 (inosine-5'-phosphate biosynthesis III); PWY-841 (superpathway of purine nucleotides <i>de novo</i> biosynthesis I); Purine-Nucleotide-De-Novo-Biosynthesis (Purine Nucleotide <i>De Novo</i> Biosynthesis); Purine-Ribonuc-De-Novo-Biosynthesis (Purine Riboucleotide <i>De Novo</i> Biosynthesis)|KEGG: rn00230 (Purine metabolism); rn01110 (Biosynthesis of secondary metabolites)"
6.3.2.6	rxn03147	1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)	"MetaCyc: DENOVOPURINE2-PWY (superpathway of purine nucleotides <i>de novo</i> biosynthesis II); IMP-Biosynthesis (Inosine-5'-phosphate Biosynthesis); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PRPP-PWY (superpathway of histidine, purine, and pyrimidine biosynthesis); PUR-NUC-SYN (Purine Nucleotide Biosynthesis); PWY-6123 (inosine-5'-phosphate biosynthesis I); PWY-6124 (inosine-5'-phosphate biosynthesis II); PWY-7234 (inosine-5'-phosphate biosynthesis III); PWY-841 (superpathway of purine nucleotides <i>de novo</i> biosynthesis I); Purine-Nucleotide-De-Novo-Biosynthesis (Purine Nucleotide <i>De Novo</i> Biosynthesis); Purine-Ribonuc-De-Novo-Biosynthesis (Purine Riboucleotide <i>De Novo</i> Biosynthesis)|KEGG: rn00230 (Purine metabolism); rn01110 (Biosynthesis of secondary metabolites)"
2.7.4.6	rxn01353	ATP:dGDP phosphotransferase	"MetaCyc: DENOVOPURINE2-PWY (superpathway of purine nucleotides <i>de novo</i> biosynthesis II); Deoxyribonucleotide-Biosynthesis (2'-Deoxyribonucleotide Biosynthesis); Guanosine-Deoxy-Denovo-Biosynthesis (Guanosine Deoxyribonucleotide <i>De Novo</i> Biosynthesis); Metabolic-Clusters (Metabolic Clusters); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PRPP-PWY (superpathway of histidine, purine, and pyrimidine biosynthesis); PUR-NUC-SYN (Purine Nucleotide Biosynthesis); PWY-6125 (superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II); PWY-7222 (guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II); PWY-7224 (purine deoxyribonucleosides salvage); PWY-7226 (guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I); PWY-7228 (superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I); PWY-841 (superpathway of purine nucleotides <i>de novo</i> biosynthesis I); Purine-Deoxyribonuc-De-Novo-Biosynthesis (Purine Deoxyribonucleotide <i>De Novo</i> Biosynthesis); Purine-Nucleotide-De-Novo-Biosynthesis (Purine Nucleotide <i>De Novo</i> Biosynthesis); Purine-Nucleotides-Salvage (Purine Nucleotide Salvage)|KEGG: rn00230 (Purine metabolism)"
4.1.3.26|4.1.3.4	rxn07879	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)	MetaCyc: Degradation (Degradation/Utilization/Assimilation); PWY-6672 (<i>cis</i>-genanyl-CoA degradation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation); TERPENOID-DEG (Terpenoid Degradation)|KEGG: rn00281 (Geraniol degradation); rn01110 (Biosynthesis of secondary metabolites)
3.5.4.4	rxn01858	Deoxyadenosine aminohydrolase	MetaCyc: Degradation (Degradation/Utilization/Assimilation); NUCLEO-DEG (Nucleoside and Nucleotide Degradation); PWY-7179 (purine deoxyribonucleosides degradation I); PWY-7179-1 (purine deoxyribonucleosides degradation II); PWY0-1297 (superpathway of purine deoxyribonucleosides degradation); Purine-Degradation (Purine Nucleotide Degradation)|KEGG: rn00230 (Purine metabolism)
3.5.4.14|3.5.4.5	rxn01800	Deoxycytidine aminohydrolase	MetaCyc: Degradation (Degradation/Utilization/Assimilation); NUCLEO-DEG (Nucleoside and Nucleotide Degradation); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PWY-7181 (pyrimidine deoxyribonucleosides degradation); PWY-7199 (pyrimidine deoxyribonucleosides salvage); PWY-7200 (superpathway of pyrimidine deoxyribonucleoside salvage); PWY0-1298 (superpathway of pyrimidine deoxyribonucleosides degradation); PYR-NUC-SYN (Pyrimidine Nucleotide Biosynthesis); Pyrimidine-Degradation (Pyrimidine Nucleotide Degradation); Pyrimidine-Deoxyribonucleosides-Deg (Pyrimidine Deoxyribonucleoside Degradation); Pyrimidine-Nucleotide-Salvage (Pyrimidine Nucleotide Salvage)|KEGG: rn00240 (Pyrimidine metabolism)
3.5.4.5	rxn01368	Cytidine aminohydrolase	MetaCyc: Degradation (Degradation/Utilization/Assimilation); NUCLEO-DEG (Nucleoside and Nucleotide Degradation); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PWY-6556 (pyrimidine ribonucleosides salvage II); PWY-7193 (pyrimidine ribonucleosides salvage I); PWY-7196 (superpathway of pyrimidine ribonucleosides salvage); PWY-7209 (superpathway of pyrimidine ribonucleosides degradation); PWY0-1295 (pyrimidine ribonucleosides degradation); PYR-NUC-SYN (Pyrimidine Nucleotide Biosynthesis); Pyrimidine-Base-Degradation (Pyrimidine Nucleobase Degradation); Pyrimidine-Degradation (Pyrimidine Nucleotide Degradation); Pyrimidine-Nucleotide-Salvage (Pyrimidine Nucleotide Salvage); Pyrimidine-Ribonucleosides-Degradation (Pyrimidine Ribonucleoside Degradation)|KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.-|2.7.1.213|2.7.1.48	rxn00365	ATP:cytidine 5'-phosphotransferase	MetaCyc: Degradation (Degradation/Utilization/Assimilation); NUCLEO-DEG (Nucleoside and Nucleotide Degradation); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PWY-5532 (nucleoside and nucleotide degradation (archaea)); PWY-7193 (pyrimidine ribonucleosides salvage I); PWY-7196 (superpathway of pyrimidine ribonucleosides salvage); PYR-NUC-SYN (Pyrimidine Nucleotide Biosynthesis); Pyrimidine-Nucleotide-Salvage (Pyrimidine Nucleotide Salvage)|KEGG: rn00240 (Pyrimidine metabolism)
4.1.99.1|4.4.1.1|4.4.1.28|4.4.1.8	rxn00566	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)	MetaCyc: Degradation (Degradation/Utilization/Assimilation); Hydrogen-Sulfide-Biosynthesis (Hydrogen Sulfide Biosynthesis); Metabolic-Clusters (Metabolic Clusters); Noncarbon-Nutrients (Inorganic Nutrient Metabolism); PWY66-426 (hydrogen sulfide biosynthesis II (mammalian)); Sulfur-Metabolism (Sulfur Compound Metabolism)|KEGG: rn00270 (Cysteine and methionine metabolism)
4.4.1.2	rxn00949	L-homocysteine hydrogen-sulfide-lyase (deaminating; 2-oxobutanoate-forming)	MetaCyc: Degradation (Degradation/Utilization/Assimilation); Hydrogen-Sulfide-Biosynthesis (Hydrogen Sulfide Biosynthesis); Metabolic-Clusters (Metabolic Clusters); Noncarbon-Nutrients (Inorganic Nutrient Metabolism); PWY66-426 (hydrogen sulfide biosynthesis II (mammalian)); Sulfur-Metabolism (Sulfur Compound Metabolism)|KEGG: rn00920 (Sulfur metabolism)
3.6.1.1	rxn00001	diphosphate phosphohydrolase	MetaCyc: Degradation (Degradation/Utilization/Assimilation); Glyphosate-Degradation (glyphosate degradation); Noncarbon-Nutrients (Inorganic Nutrient Metabolism); PWY-7805 ((aminomethyl)phosphonate degradation); PWY-7807 (glyphosate degradation III); Phosphorus-Compounds (Phosphorus Compound Metabolism)
3.1.4.2|3.1.4.46	rxn00758	sn-Glycero-3-phosphocholine glycerophosphohydrolase	MetaCyc: Degradation (Degradation/Utilization/Assimilation); Fatty-Acid-and-Lipid-Degradation (Fatty Acid and Lipid Degradation); PWY-7367 (phosphatidylcholine resynthesis via glycerophosphocholine)|KEGG: rn00564 (Glycerophospholipid metabolism)
1.16.1.7	rxn00068	Fe2+:NAD+ oxidoreductase	MetaCyc: Degradation (Degradation/Utilization/Assimilation); Ethylene-Biosynthesis (Ethylene Biosynthesis); HORMONE-SYN (Hormone Biosynthesis); Iron-Metabolism (Iron Metabolism); Noncarbon-Nutrients (Inorganic Nutrient Metabolism); PWY-5934 (iron reduction and absorption); PWY-6854 (ethylene biosynthesis III (microbes)); Plant-Hormone-Biosynthesis (Plant Hormone Biosynthesis)
6.3.4.2	rxn00412	UTP:L-glutamine amido-ligase (ADP-forming)	"MetaCyc: Degradation (Degradation/Utilization/Assimilation); Deoxyribonucleotide-Biosynthesis (2'-Deoxyribonucleotide Biosynthesis); NUCLEO-DEG (Nucleoside and Nucleotide Degradation); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PRPP-PWY (superpathway of histidine, purine, and pyrimidine biosynthesis); PWY-7176 (UTP and CTP <i>de novo</i> biosynthesis); PWY-7177 (UTP and CTP dephosphorylation II); PWY-7185 (UTP and CTP dephosphorylation I); PWY-7196 (superpathway of pyrimidine ribonucleosides salvage); PWY-7208 (superpathway of pyrimidine nucleobases salvage); PWY-7211 (superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis); PWY0-162 (superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis); PYR-NUC-SYN (Pyrimidine Nucleotide Biosynthesis); Pyrimid-Deoxyribonucleot-De-Novo-Biosyn (Pyrimidine Deoxyribonucleotide <i>De Novo</i> Biosynthesis); Pyrimid-Ribonucleot-De-Novo-Biosyn (Pyrimidine Ribonucleotide <i>De Novo</i> Biosynthesis); Pyrimidine-De-Novo-Biosyn (Pyrimidine Nucleotide <i>De Novo</i> Biosynthesis); Pyrimidine-Degradation (Pyrimidine Nucleotide Degradation); Pyrimidine-Nucleotide-Salvage (Pyrimidine Nucleotide Salvage); Pyrimidine-Ribonucleosides-Degradation (Pyrimidine Ribonucleoside Degradation); UTP-CTP-Dephosphorylation (UTP and CTP Dephosphorylation)|KEGG: rn00240 (Pyrimidine metabolism)"
1.2.1.72	rxn01331	D-erythrose 4-phosphate:NAD+ oxidoreductase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY0-845 (superpathway of pyridoxal 5'-phosphate biosynthesis and salvage); PYRIDOXSYN-PWY (pyridoxal 5'-phosphate biosynthesis I); Vitamin-B6-Biosynthesis (Vitamin B<sub>6</sub> Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00750 (Vitamin B6 metabolism)"
1.1.1.290	rxn02939	4-phospho-D-erythronate:NAD+ 2-oxidoreductase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY0-845 (superpathway of pyridoxal 5'-phosphate biosynthesis and salvage); PYRIDOXSYN-PWY (pyridoxal 5'-phosphate biosynthesis I); Vitamin-B6-Biosynthesis (Vitamin B<sub>6</sub> Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00750 (Vitamin B6 metabolism)"
2.6.99.2	rxn04070	pyridoxine 5'-phosphate synthase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY0-845 (superpathway of pyridoxal 5'-phosphate biosynthesis and salvage); PYRIDOXSYN-PWY (pyridoxal 5'-phosphate biosynthesis I); Vitamin-B6-Biosynthesis (Vitamin B<sub>6</sub> Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00750 (Vitamin B6 metabolism)"
	rxn41683		"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-7639 (bis(guanylyl molybdenum cofactor) biosynthesis)"
2.7.7.77	rxn44539		"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-7639 (bis(guanylyl molybdenum cofactor) biosynthesis)"
2.5.1.3	rxn02305	2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6897 (thiamine salvage II); PWY-6908 (thiamine diphosphate biosynthesis IV (eukaryotes)); PWY-7356 (thiamine salvage IV (yeast)); PWY-7357 (thiamine formation from pyrithiamine and oxythiamine (yeast)); THISYNARA-PWY (superpathway of thiamine diphosphate biosynthesis III (eukaryotes)); Thiamin-Diphosphate-Biosynthesis (Thiamine Diphosphate Biosynthesis); Thiamin-Salvage (Thiamine Salvage); Thiamine-Biosynthesis (Thiamine Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00730 (Thiamine metabolism)"
2.7.1.89	rxn01538	ATP:thiamine phosphotransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6896 (thiamine salvage I); Thiamin-Salvage (Thiamine Salvage); Thiamine-Biosynthesis (Thiamine Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00730 (Thiamine metabolism)"
2.7.4.16	rxn00438	ATP:thiamin-phosphate phosphotransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6893 (thiamine diphosphate biosynthesis II (Bacillus)); PWY-6894 (thiamine diphosphate biosynthesis I (E. coli)); PWY-6895 (superpathway of thiamine diphosphate biosynthesis II); PWY-6896 (thiamine salvage I); PWY-6897 (thiamine salvage II); THISYN-PWY (superpathway of thiamine diphosphate biosynthesis I); Thiamin-Diphosphate-Biosynthesis (Thiamine Diphosphate Biosynthesis); Thiamin-Salvage (Thiamine Salvage); Thiamine-Biosynthesis (Thiamine Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00730 (Thiamine metabolism)"
2.8.1.10	rxn27289	thiazole synthase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6891 (thiazole biosynthesis II (aerobic bacteria)); PWY-6892 (thiazole biosynthesis I (facultative anaerobic bacteria)); PWY-6895 (superpathway of thiamine diphosphate biosynthesis II); THISYN-PWY (superpathway of thiamine diphosphate biosynthesis I); Thiamine-Biosynthesis (Thiamine Biosynthesis); Thiazole-Biosynthesis (Thiazole Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)"
2.7.7.76	rxn26361	molybdenum cofactor cytidylyltransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6476 (cytidylyl molybdenum cofactor biosynthesis)"
2.7.7.77	rxn26021	MobA	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-5964 (guanylyl molybdenum cofactor biosynthesis)"
2.5.1.39	rxn05034	solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-5856 (ubiquinol-9 biosynthesis (prokaryotic)); PWY-5871 (ubiquinol-9 biosynthesis (eukaryotic)); PWY-6978 (plastoquinol-9 biosynthesis II); Plastoquinone-Biosynthesis (Plastoquinol Biosynthesis); Quinone-Biosynthesis (Quinol and Quinone Biosynthesis); Ubiquinone-Biosynthesis (Ubiquinol Biosynthesis)|KEGG: rn00130 (Ubiquinone and other terpenoid-quinone biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
4.99.1.4	rxn02056	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-5194 (siroheme biosynthesis); Porphyrin-Compounds-Biosynthesis (Porphyrin Compound Biosynthesis)|KEGG: rn00860 (Porphyrin and chlorophyll metabolism); rn01110 (Biosynthesis of secondary metabolites)"
3.6.1.27	rxn03901	undecaprenyl-diphosphate phosphohydrolase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); POLYISOPRENSYN-PWY (polyisoprenoid biosynthesis (<i>E. coli</i>)); PWY-5785 (di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis); Polyprenyl-Biosynthesis (Polyprenyl Biosynthesis)|KEGG: rn00550 (Peptidoglycan biosynthesis)"
2.5.1.31	rxn04308	"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 8 isopentenyl units)"	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); POLYISOPRENSYN-PWY (polyisoprenoid biosynthesis (<i>E. coli</i>)); PWY-5785 (di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis); Polyprenyl-Biosynthesis (Polyprenyl Biosynthesis)|KEGG: rn00900 (Terpenoid backbone biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
1.4.3.5	rxn00208	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PLPSAL-PWY (pyridoxal 5'-phosphate salvage I); PWY-7204 (pyridoxal 5'-phosphate salvage II (plants)); PWY0-845 (superpathway of pyridoxal 5'-phosphate biosynthesis and salvage); Vitamin-B6-Biosynthesis (Vitamin B<sub>6</sub> Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00750 (Vitamin B6 metabolism)"
2.7.1.23	rxn00077	ATP:NAD+ 2'-phosphotransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); NAD-Metabolism (NAD Metabolism); NADPHOS-DEPHOS-PWY (NAD phosphorylation and dephosphorylation); NADPHOS-DEPHOS-PWY-1 (NAD phosphorylation and transhydrogenation); PWY-5083 (NAD/NADH phosphorylation and dephosphorylation); PWY-7245 (superpathway NAD/NADP-NADH/NADPH interconversion (yeast)); PWY-7268 (NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)); PWY-7269 (NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast))|KEGG: rn00760 (Nicotinate and nicotinamide metabolism)"
3.5.1.42	rxn01669	Nicotinamide-D-ribonucleotide amidohydrolase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); NAD-Metabolism (NAD Metabolism); NAD-SYN (NAD Biosynthesis); PWY-7761 (NAD salvage pathway II (PNC IV cycle))|KEGG: rn00760 (Nicotinate and nicotinamide metabolism)"
2.7.7.1|2.7.7.18	rxn02155	ATP:nicotinamide-nucleotide adenylyltransferase	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); NAD-Metabolism (NAD Metabolism); NAD-SYN (NAD Biosynthesis); NADSYN-PWY (NAD <i>de novo</i> biosynthesis II (from tryptophan)); PWY-3502 (superpathway of NAD biosynthesis in eukaryotes); PWY-5381 (pyridine nucleotide cycling (plants)); PWY-5653 (NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde); PWY-7761 (NAD salvage pathway II (PNC IV cycle)); PWY0-781 (aspartate superpathway); PWY3O-4107 (NAD salvage pathway V (PNC V cycle)); PYRIDNUCSAL-PWY (NAD salvage pathway I (PNC VI cycle)); PYRIDNUCSYN-PWY (NAD <i>de novo</i> biosynthesis I (from aspartate))|KEGG: rn00760 (Nicotinate and nicotinamide metabolism)"
	rxn02989	R04293	"MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); NAD-Metabolism (NAD Metabolism); NAD-SYN (NAD Biosynthesis); NADSYN-PWY (NAD <i>de novo</i> biosynthesis II (from tryptophan)); PWY-3502 (superpathway of NAD biosynthesis in eukaryotes); PWY-5653 (NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde)|KEGG: rn00380 (Tryptophan metabolism)"
