locus_tag_from_mut_lib,protein_accession,locus_tag_from_model
MIT1002_02239,WP_156080649.1,
MIT1002_02241,WP_049588968.1,TK37_RS18775
MIT1002_02242,WP_049588967.1,TK37_RS18770
MIT1002_02243,WP_049588966.1,
MIT1002_02244,WP_049588965.1,TK37_RS18760
MIT1002_02245,WP_049588964.1,TK37_RS18755
MIT1002_02249,WP_014949701.1,TK37_RS18740
MIT1002_02250,WP_049588961.1,TK37_RS18735
MIT1002_02251,WP_049588969.1,TK37_RS18730
MIT1002_02252,WP_049588960.1,TK37_RS18725
MIT1002_02253,WP_014949705.1,TK37_RS18720
MIT1002_02255,WP_049588958.1,TK37_RS18710
MIT1002_02256,WP_049588957.1,TK37_RS18705
MIT1002_02257,WP_049588956.1,TK37_RS18700
MIT1002_02258,WP_049588955.1,TK37_RS18695
MIT1002_02259,WP_014976719.1,TK37_RS18690
MIT1002_02260,WP_230598867.1,
MIT1002_02261,WP_014949713.1,TK37_RS18680
MIT1002_02262,WP_049588953.1,TK37_RS18675
MIT1002_02263,WP_014949715.1,TK37_RS18670
MIT1002_02264,WP_014949716.1,TK37_RS18665
MIT1002_02265,WP_049588952.1,TK37_RS18660
MIT1002_02266,WP_041693510.1,TK37_RS18655
MIT1002_02267,WP_049588951.1,TK37_RS18650
MIT1002_02268,WP_049588950.1,TK37_RS18645
MIT1002_02269,WP_014949721.1,TK37_RS18640
MIT1002_02270,WP_049588949.1,TK37_RS18635
MIT1002_02271,WP_156080651.1,
MIT1002_02272,WP_156080652.1,
MIT1002_02273,WP_049589157.1,TK37_RS20060
MIT1002_02274,WP_014949725.1,TK37_RS20065
MIT1002_02275,WP_049589159.1,TK37_RS20070
MIT1002_02276,WP_049589161.1,TK37_RS20075
MIT1002_02277,WP_049589163.1,TK37_RS20080
MIT1002_02278,WP_049589165.1,TK37_RS20085
MIT1002_02279,WP_049589166.1,TK37_RS20090
MIT1002_02282,WP_080986410.1,TK37_RS09530
MIT1002_02283,WP_049587288.1,TK37_RS09525
MIT1002_02284,WP_049587287.1,TK37_RS09520
MIT1002_02285,WP_014949733.1,TK37_RS09515
MIT1002_02286,WP_014976738.1,TK37_RS09510
MIT1002_02287,WP_014949735.1,TK37_RS09505
MIT1002_02288,WP_014976739.1,TK37_RS09500
MIT1002_02289,WP_014949737.1,TK37_RS09495
MIT1002_02290,WP_014976740.1,TK37_RS09490
MIT1002_02291,WP_012519093.1,TK37_RS09485
MIT1002_02292,WP_014949739.1,TK37_RS09480
MIT1002_02293,WP_049587285.1,TK37_RS09475
MIT1002_02294,WP_014949741.1,TK37_RS09470
MIT1002_02295,WP_049587284.1,TK37_RS09465
MIT1002_02296,WP_049587283.1,TK37_RS09460
MIT1002_02297,WP_049587281.1,TK37_RS09455
MIT1002_02298,WP_049587280.1,TK37_RS09450
MIT1002_02299,WP_049587278.1,TK37_RS09445
MIT1002_02300,WP_014949747.1,TK37_RS09440
MIT1002_02301,WP_049587276.1,TK37_RS09435
MIT1002_02302,WP_049587274.1,TK37_RS09430
MIT1002_02303,WP_080986409.1,TK37_RS09425
MIT1002_02304,WP_014949750.1,TK37_RS09420
MIT1002_02305,WP_049587272.1,TK37_RS09415
MIT1002_02306,WP_049587271.1,TK37_RS09410
MIT1002_02307,WP_012519109.1,TK37_RS09405
MIT1002_02308,WP_049587269.1,TK37_RS09400
MIT1002_02309,WP_049587267.1,TK37_RS09395
MIT1002_02310,WP_049587266.1,TK37_RS09390
MIT1002_02311,WP_039225474.1,TK37_RS09385
MIT1002_02312,WP_049587264.1,TK37_RS09380
MIT1002_02313,WP_049587263.1,TK37_RS09375
MIT1002_02314,WP_080986408.1,TK37_RS09370
MIT1002_02315,WP_014949760.1,TK37_RS09365
MIT1002_02316,WP_053103816.1,TK37_RS09360
MIT1002_02317,WP_049587262.1,TK37_RS09355
MIT1002_02318,WP_049587261.1,TK37_RS09350
MIT1002_02319,WP_049587259.1,TK37_RS09345
MIT1002_02320,WP_049587256.1,TK37_RS09340
MIT1002_02321,WP_049587254.1,TK37_RS09335
MIT1002_02322,WP_049587253.1,TK37_RS09330
MIT1002_02323,WP_049587251.1,TK37_RS09325
MIT1002_02324,WP_049587250.1,TK37_RS09320
MIT1002_02325,WP_049587249.1,TK37_RS09315
MIT1002_02326,WP_049587247.1,TK37_RS09310
MIT1002_02327,WP_049587246.1,TK37_RS09305
MIT1002_02328,WP_049587245.1,TK37_RS09300
MIT1002_02329,WP_049587244.1,TK37_RS09295
MIT1002_02330,WP_152910878.1,TK37_RS09290
MIT1002_02331,WP_049587243.1,TK37_RS09285
MIT1002_02332,WP_049587241.1,TK37_RS09280
MIT1002_02333,WP_049587239.1,TK37_RS09275
MIT1002_02334,WP_049587238.1,TK37_RS09270
MIT1002_02335,WP_049587236.1,TK37_RS09265
MIT1002_02336,WP_049587234.1,TK37_RS09260
MIT1002_02337,WP_049587233.1,TK37_RS09255
MIT1002_02338,WP_049587232.1,TK37_RS09250
MIT1002_02339,WP_014949780.1,TK37_RS09245
MIT1002_02340,WP_049587231.1,TK37_RS09240
MIT1002_02341,WP_049587230.1,TK37_RS09235
MIT1002_02342,WP_231514358.1,
MIT1002_02343,WP_049587224.1,TK37_RS09225
MIT1002_02344,WP_049587293.1,TK37_RS09220
MIT1002_02345,WP_049587223.1,TK37_RS09215
MIT1002_02346,WP_049587221.1,TK37_RS09210
MIT1002_02347,WP_049587219.1,TK37_RS09205
MIT1002_02348,WP_049587291.1,TK37_RS09200
MIT1002_02349,WP_049587218.1,TK37_RS09195
MIT1002_02350,WP_014949791.1,TK37_RS09190
MIT1002_02351,WP_049587216.1,TK37_RS09185
MIT1002_02352,WP_080986407.1,TK37_RS09180
MIT1002_02354,WP_049587649.1,TK37_RS11270
MIT1002_02355,WP_231514295.1,
MIT1002_02356,WP_049587648.1,TK37_RS11260
MIT1002_02357,WP_039234794.1,TK37_RS11255
MIT1002_02358,WP_039216512.1,TK37_RS11245
MIT1002_02359,WP_049587646.1,TK37_RS11240
MIT1002_02360,WP_049587644.1,TK37_RS11235
MIT1002_02361,WP_049587642.1,TK37_RS11230
MIT1002_02362,WP_049587640.1,TK37_RS11225
MIT1002_02363,WP_049587639.1,TK37_RS11220
MIT1002_02364,WP_049587637.1,TK37_RS11210
MIT1002_02365,WP_049587636.1,TK37_RS11205
MIT1002_02366,WP_014949810.1,TK37_RS11200
MIT1002_02367,WP_014949811.1,TK37_RS11195
MIT1002_02368,WP_049587635.1,TK37_RS11190
MIT1002_02369,WP_168463489.1,
MIT1002_02370,WP_049587633.1,TK37_RS11185
MIT1002_02371,WP_049587631.1,TK37_RS11180
MIT1002_02372,WP_053103822.1,TK37_RS11175
MIT1002_02373,WP_049587629.1,TK37_RS11170
MIT1002_02374,WP_049587627.1,TK37_RS11165
MIT1002_02375,WP_049587626.1,TK37_RS11160
MIT1002_02376,WP_014949820.1,TK37_RS11155
MIT1002_02377,WP_049587624.1,TK37_RS11150
MIT1002_02378,WP_049587622.1,TK37_RS11145
MIT1002_02379,WP_049587620.1,TK37_RS11140
MIT1002_02380,WP_049587619.1,TK37_RS11135
MIT1002_02381,WP_049587618.1,TK37_RS11130
MIT1002_02382,WP_049587617.1,TK37_RS11125
MIT1002_02383,WP_014949827.1,TK37_RS11120
MIT1002_02384,WP_049587615.1,TK37_RS11115
MIT1002_02385,WP_049587613.1,TK37_RS11110
MIT1002_02386,WP_049587611.1,TK37_RS20875
MIT1002_02387,WP_025255565.1,TK37_RS11100
MIT1002_02388,WP_049587608.1,TK37_RS11095
MIT1002_02389,WP_049587607.1,TK37_RS11090
MIT1002_02390,WP_014998703.1,TK37_RS11085
MIT1002_02391,WP_014949837.1,TK37_RS11080
MIT1002_02392,WP_014998704.1,TK37_RS11075
MIT1002_02393,WP_049587604.1,TK37_RS11070
MIT1002_02394,WP_049587602.1,TK37_RS11065
MIT1002_02395,WP_049587600.1,TK37_RS11060
MIT1002_02396,WP_014998708.1,TK37_RS11055
MIT1002_02397,WP_014998709.1,TK37_RS11050
MIT1002_02398,WP_080986427.1,TK37_RS11045
MIT1002_02399,WP_049587598.1,TK37_RS11040
MIT1002_02400,WP_049587596.1,TK37_RS11035
MIT1002_02401,WP_014976817.1,TK37_RS11030
MIT1002_02402,WP_049587594.1,TK37_RS11025
MIT1002_02403,WP_014949849.1,TK37_RS11020
MIT1002_02404,WP_049587592.1,TK37_RS11015
MIT1002_02405,WP_014998717.1,TK37_RS11010
MIT1002_02406,WP_014979596.1,TK37_RS11005
MIT1002_02407,WP_049587589.1,TK37_RS11000
MIT1002_02408,WP_014949854.1,TK37_RS10995
MIT1002_02409,WP_014949855.1,TK37_RS10990
MIT1002_02410,WP_231514297.1,
MIT1002_02411,WP_014949857.1,TK37_RS10980
MIT1002_02412,WP_049587586.1,TK37_RS10975
MIT1002_02413,WP_014949859.1,TK37_RS10970
MIT1002_02414,WP_014949860.1,TK37_RS10965
MIT1002_02415,WP_049589025.1,TK37_RS19215
MIT1002_02416,WP_014949862.1,TK37_RS19210
MIT1002_02418,WP_049589024.1,TK37_RS19205
MIT1002_02419,WP_049589023.1,TK37_RS19200
MIT1002_02420,WP_049589022.1,TK37_RS19195
MIT1002_02421,WP_049589021.1,TK37_RS19190
MIT1002_02422,WP_014949867.1,TK37_RS19185
MIT1002_02423,WP_049589020.1,TK37_RS19180
MIT1002_02424,WP_014976831.1,TK37_RS19175
MIT1002_02425,WP_049589026.1,TK37_RS19170
MIT1002_02426,WP_014976833.1,TK37_RS19165
MIT1002_02427,WP_014949872.1,TK37_RS19160
MIT1002_02428,WP_049589019.1,TK37_RS19155
MIT1002_02429,WP_014949874.1,TK37_RS19150
MIT1002_02430,WP_049589018.1,TK37_RS19145
MIT1002_02431,WP_049589017.1,TK37_RS19140
MIT1002_02432,WP_049589016.1,TK37_RS19135
MIT1002_02433,WP_014979614.1,TK37_RS19130
MIT1002_02434,WP_049589015.1,TK37_RS19125
MIT1002_02436,WP_231514359.1,
MIT1002_02437,WP_049589200.1,TK37_RS20305
MIT1002_02438,WP_152910907.1,TK37_RS20300
MIT1002_02439,WP_049589198.1,TK37_RS20295
MIT1002_02440,WP_049589197.1,TK37_RS20290
MIT1002_02441,WP_000349485.1,TK37_RS07735
MIT1002_02442,WP_049586932.1,TK37_RS07730
MIT1002_02443,WP_049586930.1,TK37_RS07725
MIT1002_02444,WP_049586928.1,TK37_RS07720
MIT1002_02446,WP_014949881.1,TK37_RS07715
MIT1002_02447,WP_049586926.1,TK37_RS07710
MIT1002_02448,WP_049586924.1,TK37_RS07705
MIT1002_02449,WP_049586918.1,TK37_RS07700
MIT1002_02450,WP_231514298.1,
MIT1002_02451,WP_049586912.1,TK37_RS07690
MIT1002_02452,WP_014949888.1,TK37_RS07685
MIT1002_02453,WP_049586909.1,TK37_RS07680
MIT1002_02454,WP_080986400.1,TK37_RS07675
MIT1002_02455,WP_049586908.1,TK37_RS07670
MIT1002_02456,WP_014976849.1,TK37_RS07665
MIT1002_02457,WP_014949893.1,TK37_RS07660
MIT1002_02458,WP_014949894.1,TK37_RS07655
MIT1002_02459,WP_053103812.1,TK37_RS07650
MIT1002_02460,WP_049586907.1,TK37_RS07645
MIT1002_02461,WP_014949897.1,TK37_RS07640
MIT1002_02462,WP_049586906.1,TK37_RS07635
MIT1002_02463,WP_039225304.1,TK37_RS07630
MIT1002_02464,WP_039225577.1,TK37_RS07625
MIT1002_02465,WP_049586905.1,TK37_RS07620
MIT1002_02466,WP_049586904.1,TK37_RS07615
MIT1002_02468,WP_231514299.1,
MIT1002_02469,WP_049586903.1,TK37_RS07605
MIT1002_02470,WP_049586902.1,TK37_RS07600
MIT1002_02471,WP_049586901.1,TK37_RS07595
MIT1002_02472,WP_049586900.1,TK37_RS07590
MIT1002_02473,WP_049586899.1,TK37_RS07585
MIT1002_02474,WP_049586898.1,TK37_RS07575
MIT1002_02475,WP_049586897.1,TK37_RS07570
MIT1002_02476,WP_049586896.1,TK37_RS07565
MIT1002_02477,WP_049586895.1,TK37_RS07560
MIT1002_02478,WP_049586894.1,TK37_RS07555
MIT1002_02480,WP_049586892.1,TK37_RS07545
MIT1002_02482,WP_049586890.1,TK37_RS07535
MIT1002_02483,WP_049586889.1,TK37_RS07530
MIT1002_02484,WP_049586888.1,TK37_RS07525
MIT1002_02486,WP_049586887.1,TK37_RS07515
MIT1002_02487,WP_049586886.1,TK37_RS07510
MIT1002_02488,WP_049586885.1,TK37_RS07505
MIT1002_02489,WP_014976864.1,TK37_RS07500
MIT1002_02490,WP_049586884.1,TK37_RS07495
MIT1002_02491,WP_049586883.1,TK37_RS07490
MIT1002_02492,WP_014949914.1,TK37_RS07485
MIT1002_02493,WP_049586882.1,TK37_RS07480
MIT1002_02494,WP_039225290.1,TK37_RS07475
MIT1002_02495,WP_049586881.1,TK37_RS07470
MIT1002_02496,WP_014976870.1,TK37_RS07465
MIT1002_02497,WP_231514300.1,
MIT1002_02498,WP_014949919.1,TK37_RS07455
MIT1002_02499,WP_049586880.1,TK37_RS07450
MIT1002_02500,WP_049586879.1,TK37_RS07445
MIT1002_02501,WP_049586878.1,TK37_RS07440
MIT1002_02502,WP_049586877.1,TK37_RS07435
MIT1002_02503,WP_049586876.1,TK37_RS07430
MIT1002_02504,WP_049586875.1,TK37_RS07425
MIT1002_02506,WP_014949928.1,TK37_RS07415
MIT1002_02507,WP_049586874.1,TK37_RS07410
MIT1002_02508,WP_049586873.1,
MIT1002_02509,WP_049586872.1,TK37_RS07400
MIT1002_02511,WP_049586871.1,TK37_RS07390
MIT1002_02512,WP_049586870.1,TK37_RS07385
MIT1002_02513,WP_049586869.1,TK37_RS07380
MIT1002_02514,WP_049586935.1,TK37_RS07375
MIT1002_02515,WP_197047992.1,
MIT1002_02516,WP_049586867.1,TK37_RS07365
MIT1002_02517,WP_049586865.1,TK37_RS07360
MIT1002_02518,WP_080986399.1,TK37_RS07355
MIT1002_02519,WP_049586864.1,TK37_RS07350
MIT1002_02520,WP_049586863.1,TK37_RS07345
MIT1002_02521,WP_014949940.1,TK37_RS07340
MIT1002_02524,WP_014949941.1,TK37_RS20130
MIT1002_02525,WP_014949942.1,TK37_RS20125
MIT1002_02526,WP_049589174.1,TK37_RS20120
MIT1002_02527,WP_049589172.1,TK37_RS20115
MIT1002_02528,WP_014949945.1,TK37_RS20110
MIT1002_02529,WP_014998803.1,TK37_RS20105
MIT1002_02530,WP_156080655.1,
MIT1002_02531,WP_049589153.1,TK37_RS20050
MIT1002_02532,WP_049589151.1,TK37_RS20045
MIT1002_02533,WP_039225270.1,TK37_RS20040
MIT1002_02534,WP_049589149.1,TK37_RS20035
MIT1002_02535,WP_049589147.1,TK37_RS20030
MIT1002_02536,WP_014976888.1,TK37_RS20025
MIT1002_02538,WP_014949953.1,TK37_RS11900
MIT1002_02541,WP_049587777.1,TK37_RS11890
MIT1002_02542,WP_049587775.1,TK37_RS11885
MIT1002_02544,WP_049587774.1,TK37_RS11880
MIT1002_02545,WP_014949957.1,TK37_RS11875
MIT1002_02546,WP_039225263.1,TK37_RS11870
MIT1002_02547,WP_049587772.1,TK37_RS11865
MIT1002_02549,WP_049587769.1,TK37_RS11855
MIT1002_02550,WP_049587767.1,TK37_RS11850
MIT1002_02551,WP_049587765.1,TK37_RS11845
MIT1002_02552,WP_014976899.1,TK37_RS11840
MIT1002_02553,WP_049587763.1,TK37_RS11835
MIT1002_02554,WP_231514302.1,
MIT1002_02555,WP_230633711.1,
MIT1002_02556,WP_049587759.1,TK37_RS11820
MIT1002_02557,WP_049587758.1,TK37_RS11815
MIT1002_02558,WP_049587784.1,TK37_RS11810
MIT1002_02559,WP_014949976.1,TK37_RS11805
MIT1002_02560,WP_049587757.1,TK37_RS11800
MIT1002_02561,WP_049587755.1,TK37_RS11795
MIT1002_02562,WP_049587753.1,TK37_RS11790
MIT1002_02563,WP_039225244.1,TK37_RS11785
MIT1002_02564,WP_049587749.1,TK37_RS11780
MIT1002_02565,WP_049587782.1,TK37_RS11775
MIT1002_02566,WP_049587748.1,TK37_RS11770
MIT1002_02567,WP_014976911.1,TK37_RS11765
MIT1002_02568,WP_014949985.1,TK37_RS11760
MIT1002_02569,WP_049587746.1,TK37_RS11755
MIT1002_02570,WP_014949987.1,TK37_RS11750
MIT1002_02571,WP_049587742.1,TK37_RS11745
MIT1002_02572,WP_014976915.1,TK37_RS11740
MIT1002_02573,WP_014976916.1,TK37_RS11735
MIT1002_02574,WP_014976917.1,TK37_RS11730
MIT1002_02575,WP_049587740.1,TK37_RS11725
MIT1002_02576,WP_049587739.1,TK37_RS11720
MIT1002_02577,WP_014949994.1,TK37_RS11715
MIT1002_02578,WP_049587737.1,TK37_RS11710
MIT1002_02579,WP_014949996.1,TK37_RS11705
MIT1002_02580,WP_049587735.1,TK37_RS11700
MIT1002_02581,WP_049587733.1,TK37_RS11695
MIT1002_02582,WP_049587731.1,TK37_RS11690
MIT1002_02583,WP_049587729.1,TK37_RS11685
MIT1002_02584,WP_049587727.1,TK37_RS11680
MIT1002_02585,WP_053103823.1,TK37_RS11675
MIT1002_02586,WP_014950003.1,TK37_RS11670
MIT1002_02587,WP_014950004.1,TK37_RS11665
MIT1002_02588,WP_014950005.1,TK37_RS11660
MIT1002_02589,WP_014976929.1,TK37_RS11655
MIT1002_02590,WP_014950007.1,TK37_RS11650
MIT1002_02591,WP_014950008.1,TK37_RS11645
MIT1002_02592,WP_049587724.1,TK37_RS11640
MIT1002_02593,WP_049587722.1,TK37_RS11635
MIT1002_02594,WP_049587720.1,TK37_RS11630
MIT1002_02595,WP_080986429.1,TK37_RS11625
MIT1002_02596,WP_044556999.1,TK37_RS11620
MIT1002_02597,WP_049587718.1,TK37_RS11615
MIT1002_02598,WP_049587716.1,TK37_RS11610
MIT1002_02599,WP_049587714.1,TK37_RS11605
MIT1002_02600,WP_049587712.1,TK37_RS11600
MIT1002_02601,WP_049587711.1,TK37_RS11595
MIT1002_02603,WP_049589207.1,TK37_RS20355
MIT1002_02604,WP_049589204.1,TK37_RS20360
MIT1002_02605,WP_231514303.1,
MIT1002_02606,WP_049589192.1,TK37_RS20265
MIT1002_02607,WP_049589193.1,TK37_RS20270
MIT1002_02608,WP_049589194.1,TK37_RS20275
MIT1002_02609,WP_049589195.1,
MIT1002_02610,WP_156080656.1,
MIT1002_02611,WP_049589184.1,TK37_RS20195
MIT1002_02612,WP_264353761.1,
MIT1002_02614,WP_049589186.1,TK37_RS20205
MIT1002_02615,WP_049589187.1,TK37_RS20210
MIT1002_02620,WP_015067241.1,TK37_RS16205
MIT1002_02622,WP_049588654.1,TK37_RS16195
MIT1002_02623,WP_049588653.1,TK37_RS16190
MIT1002_02624,WP_049588652.1,TK37_RS16185
MIT1002_02625,WP_014950020.1,TK37_RS16180
MIT1002_02626,WP_014976943.1,TK37_RS16175
MIT1002_02627,WP_049588651.1,TK37_RS16170
MIT1002_02629,WP_231514304.1,
MIT1002_02630,WP_049588649.1,TK37_RS16155
MIT1002_02632,WP_014950027.1,TK37_RS16150
MIT1002_02633,WP_049588648.1,TK37_RS16145
MIT1002_02634,WP_049588647.1,TK37_RS16140
MIT1002_02635,WP_049588646.1,TK37_RS16135
MIT1002_02636,WP_049588645.1,TK37_RS16130
MIT1002_02637,WP_049588644.1,TK37_RS16125
MIT1002_02638,WP_049588643.1,TK37_RS16120
MIT1002_02639,WP_049588642.1,TK37_RS16115
MIT1002_02640,WP_049588641.1,TK37_RS16110
MIT1002_02641,WP_049588640.1,TK37_RS16105
MIT1002_02642,WP_049588639.1,TK37_RS16100
MIT1002_02643,WP_049588638.1,TK37_RS16095
MIT1002_02644,WP_049588637.1,TK37_RS16090
MIT1002_02646,WP_014976958.1,TK37_RS16080
MIT1002_02647,WP_049588635.1,TK37_RS16075
MIT1002_02648,WP_014950044.1,TK37_RS16070
MIT1002_02649,WP_014950045.1,TK37_RS16065
MIT1002_02650,WP_014950046.1,TK37_RS16060
MIT1002_02651,WP_231514306.1,
MIT1002_02652,WP_049588633.1,TK37_RS16050
MIT1002_02653,WP_014950049.1,TK37_RS16045
MIT1002_02654,WP_049588632.1,TK37_RS16040
MIT1002_02655,WP_014950051.1,TK37_RS16035
MIT1002_02656,WP_256253717.1,
MIT1002_02657,WP_049588631.1,TK37_RS16030
MIT1002_02658,WP_049588630.1,TK37_RS16025
MIT1002_02659,WP_049588657.1,TK37_RS16020
MIT1002_02660,WP_231514307.1,
MIT1002_02668,WP_049586630.1,TK37_RS06155
MIT1002_02669,WP_049586628.1,TK37_RS06150
MIT1002_02670,WP_049586626.1,TK37_RS06145
MIT1002_02671,WP_049586625.1,TK37_RS06140
MIT1002_02672,WP_049586624.1,TK37_RS06135
MIT1002_02673,WP_049586622.1,TK37_RS06130
MIT1002_02674,WP_049586621.1,TK37_RS06125
MIT1002_02675,WP_014976971.1,TK37_RS06120
MIT1002_02677,WP_049586619.1,TK37_RS06110
MIT1002_02678,WP_049586618.1,TK37_RS06105
MIT1002_02679,WP_014950071.1,TK37_RS06100
MIT1002_02680,WP_014950072.1,TK37_RS06095
MIT1002_02681,WP_049586615.1,TK37_RS06090
MIT1002_02682,WP_049586614.1,TK37_RS06085
MIT1002_02683,WP_049586613.1,TK37_RS06080
MIT1002_02684,WP_049586611.1,TK37_RS06075
MIT1002_02685,WP_049586609.1,TK37_RS06070
MIT1002_02686,WP_049586608.1,TK37_RS06065
MIT1002_02687,WP_080986395.1,TK37_RS06060
MIT1002_02688,WP_049586606.1,TK37_RS06055
MIT1002_02689,WP_014950081.1,TK37_RS06050
MIT1002_02690,WP_014950082.1,TK37_RS06045
MIT1002_02691,WP_014976981.1,TK37_RS06040
MIT1002_02692,WP_014950084.1,TK37_RS06035
MIT1002_02693,WP_049586605.1,TK37_RS06030
MIT1002_02694,WP_049586604.1,TK37_RS06025
MIT1002_02695,WP_014950086.1,TK37_RS06020
MIT1002_02696,WP_012518940.1,TK37_RS06015
MIT1002_02697,WP_014950088.1,TK37_RS06010
MIT1002_02698,WP_014950089.1,TK37_RS06005
MIT1002_02699,WP_014950090.1,TK37_RS06000
MIT1002_02700,WP_080986394.1,TK37_RS05995
MIT1002_02701,WP_012517538.1,TK37_RS05990
MIT1002_02702,WP_049586601.1,TK37_RS05985
MIT1002_02703,WP_014979776.1,TK37_RS05980
MIT1002_02704,WP_014950094.1,TK37_RS05975
MIT1002_02705,WP_014979777.1,TK37_RS05970
MIT1002_02706,WP_049586599.1,TK37_RS05965
MIT1002_02707,WP_039228273.1,TK37_RS05960
MIT1002_02708,WP_039231744.1,TK37_RS05955
MIT1002_02709,WP_014950099.1,TK37_RS05950
MIT1002_02710,WP_049586598.1,TK37_RS05945
MIT1002_02711,WP_014950101.1,TK37_RS05940
MIT1002_02712,WP_014950102.1,TK37_RS05935
MIT1002_02713,WP_014950103.1,TK37_RS05930
MIT1002_02714,WP_014950104.1,TK37_RS05925
MIT1002_02715,WP_014950105.1,TK37_RS05920
MIT1002_02716,WP_049586596.1,TK37_RS05915
MIT1002_02717,WP_049586595.1,TK37_RS05910
MIT1002_02718,WP_049586592.1,TK37_RS05905
MIT1002_02719,WP_012518957.1,TK37_RS05900
MIT1002_02720,WP_014976996.1,TK37_RS05895
MIT1002_02721,WP_039228294.1,TK37_RS05890
MIT1002_02722,WP_264353762.1,
MIT1002_02723,WP_014950112.1,TK37_RS05880
MIT1002_02724,WP_049586589.1,TK37_RS05875
MIT1002_02725,WP_014950114.1,TK37_RS05870
MIT1002_02726,WP_014950115.1,TK37_RS05865
MIT1002_02727,WP_014950116.1,TK37_RS05860
MIT1002_02728,WP_039228301.1,TK37_RS05855
MIT1002_02729,WP_014977002.1,TK37_RS05850
MIT1002_02730,WP_049586586.1,TK37_RS05845
MIT1002_02731,WP_049586584.1,TK37_RS05840
MIT1002_02732,WP_049586582.1,TK37_RS05835
MIT1002_02733,WP_039228309.1,TK37_RS05830
MIT1002_02734,WP_014950123.1,TK37_RS05825
MIT1002_02735,WP_049586579.1,TK37_RS05820
MIT1002_02736,WP_014950125.1,TK37_RS05815
MIT1002_02737,WP_014950126.1,TK37_RS05810
MIT1002_02738,WP_080590400.1,TK37_RS05805
MIT1002_02739,WP_049586577.1,TK37_RS05800
MIT1002_02740,WP_049586576.1,TK37_RS05795
MIT1002_02741,WP_049586575.1,TK37_RS05790
MIT1002_02742,WP_049586573.1,TK37_RS05785
MIT1002_02743,WP_014950132.1,TK37_RS05780
MIT1002_02744,WP_049586572.1,TK37_RS05775
MIT1002_02745,WP_014950134.1,TK37_RS05770
MIT1002_02746,WP_039216949.1,TK37_RS05765
MIT1002_02747,WP_049586571.1,TK37_RS05760
MIT1002_02748,WP_049586569.1,TK37_RS05755
MIT1002_02749,WP_049586567.1,TK37_RS05750
MIT1002_02750,WP_049586566.1,TK37_RS05745
MIT1002_02751,WP_014979808.1,TK37_RS05740
MIT1002_02752,WP_275444204.1,
MIT1002_02753,WP_049586563.1,TK37_RS05730
MIT1002_02755,WP_049586561.1,TK37_RS05720
MIT1002_02756,WP_012518978.1,TK37_RS05715
MIT1002_02757,WP_039228334.1,TK37_RS05710
MIT1002_02759,WP_014950146.1,TK37_RS20255
MIT1002_02760,WP_014950147.1,TK37_RS20250
MIT1002_02761,WP_014950148.1,TK37_RS20245
MIT1002_02770,WP_014950149.1,TK37_RS18435
MIT1002_02771,WP_049588924.1,TK37_RS18440
MIT1002_02772,WP_049588925.1,TK37_RS18445
MIT1002_02773,WP_049588926.1,TK37_RS18450
MIT1002_02774,WP_014950153.1,TK37_RS18455
MIT1002_02775,WP_039228347.1,TK37_RS18460
MIT1002_02776,WP_049588927.1,TK37_RS18465
MIT1002_02777,WP_049588928.1,TK37_RS18470
MIT1002_02778,WP_049588929.1,TK37_RS18475
MIT1002_02779,WP_014950158.1,TK37_RS18480
MIT1002_02780,WP_049588930.1,TK37_RS18485
MIT1002_02781,WP_049588931.1,TK37_RS18490
MIT1002_02782,WP_014950161.1,TK37_RS18495
MIT1002_02783,WP_014950162.1,TK37_RS18500
MIT1002_02784,WP_049588932.1,TK37_RS18505
MIT1002_02785,WP_080986470.1,TK37_RS18510
MIT1002_02786,WP_014977028.1,TK37_RS18515
MIT1002_02787,WP_080986471.1,TK37_RS18520
MIT1002_02788,WP_014950167.1,TK37_RS18525
MIT1002_02789,WP_049588934.1,TK37_RS18530
MIT1002_02790,WP_049588935.1,TK37_RS18535
MIT1002_02791,WP_014977032.1,TK37_RS18540
MIT1002_02793,WP_049588021.1,TK37_RS12790
MIT1002_02794,WP_049588020.1,TK37_RS12785
MIT1002_02795,WP_014977033.1,TK37_RS12780
MIT1002_02796,WP_014979828.1,TK37_RS12775
MIT1002_02797,WP_049588019.1,TK37_RS12770
MIT1002_02798,WP_039228366.1,TK37_RS12765
MIT1002_02799,WP_049588018.1,TK37_RS12760
MIT1002_02800,WP_014950176.1,TK37_RS12755
MIT1002_02801,WP_049588017.1,TK37_RS12750
MIT1002_02802,WP_014950178.1,TK37_RS12745
MIT1002_02803,WP_049588016.1,TK37_RS12740
MIT1002_02804,WP_049588014.1,TK37_RS12735
MIT1002_02805,WP_049588012.1,TK37_RS12730
MIT1002_02806,WP_014950182.1,TK37_RS12725
MIT1002_02807,WP_014950183.1,TK37_RS12720
MIT1002_02808,WP_049588010.1,TK37_RS12715
MIT1002_02809,WP_049588008.1,TK37_RS12710
MIT1002_02810,WP_014977044.1,TK37_RS12705
MIT1002_02811,WP_014950187.1,TK37_RS12700
MIT1002_02812,WP_014999069.1,TK37_RS12695
MIT1002_02813,WP_014950189.1,TK37_RS12690
MIT1002_02814,WP_049588006.1,TK37_RS12685
MIT1002_02815,WP_014950191.1,TK37_RS12680
MIT1002_02816,WP_014950192.1,TK37_RS12675
